coefficient,value,model_domain,model_version
Rx_NE_NoLo_ESRD_NOD_X_M35_44,1.142,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M95_GT,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F68,2.338,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC168,0.094,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC215,0.225,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_F85_89,0.045,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC111,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_NONAGED_RXHCC1,2.755,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_x_F45_54,1.26,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M69,0.679,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F85_89,1.054,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M90_94,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_F70_74,0.114,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC66,0.246,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC132,0.05,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC188,0.183,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F66,1.213,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M69,1.668,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_F60_64,0.25,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC262,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC5,0.655,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC146,0.421,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC166,0.332,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M60_64,1.181,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M67,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_M75_79,0.133,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC229,0.494,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC157,7.772,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC184,0.224,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F75_79,0.687,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_X_M80_84,1.046,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F80_84,2.538,RxHCC,R08_PDP_AND_MAPD
CNA_OriginallyDisabled_Male,0.099,CMS-HCC,C28
CNA_HCC49,8.522,CMS-HCC,C28
CND_HCC267,0.482,CMS-HCC,C28
CND_gSubUseDisorder_gPsych_V28,0.048,CMS-HCC,C28
CFA_HCC36,0.211,CMS-HCC,C28
CFA_HCC327,0.614,CMS-HCC,C28
CFD_HCC193,2.302,CMS-HCC,C28
CPA_M95_GT,0.526,CMS-HCC,C28
CPA_HCC6,0.294,CMS-HCC,C28
CNA_HCC19,2.476,CMS-HCC,C28
CNA_HCC35,0.212,CMS-HCC,C28
CND_HCC135,0.727,CMS-HCC,C28
CND_HCC137,0.319,CMS-HCC,C28
CFA_HCC195,3.366,CMS-HCC,C28
CFA_HCC398,0.258,CMS-HCC,C28
CFD_HCC180,1.262,CMS-HCC,C28
CFA_HCC22,0.45,CMS-HCC,C28
CFA_HCC63,1.284,CMS-HCC,C28
CFA_HCC136,0.557,CMS-HCC,C28
CFD_HCC139,0.152,CMS-HCC,C28
CNA_HCC135,0.321,CMS-HCC,C28
CNA_HCC382,0.963,CMS-HCC,C28
CND_HCC108,1.11,CMS-HCC,C28
CND_HCC155,0.162,CMS-HCC,C28
CFA_HCC49,3.335,CMS-HCC,C28
CFA_HCC253,0.42,CMS-HCC,C28
CFA_HCC328,0.13,CMS-HCC,C28
CNA_F65_69,0.318,CMS-HCC,C28
CNA_M90_94,0.729,CMS-HCC,C28
CNA_HCC385,2.031,CMS-HCC,C28
CNA_D3,0,CMS-HCC,C28
CFA_HCC139,0.333,CMS-HCC,C28
CFD_HCC18,2.717,CMS-HCC,C28
CFD_HCC63,1.293,CMS-HCC,C28
CFD_HCC201,0.112,CMS-HCC,C28
CFD_HCC401,0.754,CMS-HCC,C28
CFA_HCC81,0.212,CMS-HCC,C28
CFA_HCC151,0.608,CMS-HCC,C28
CFD_HCC225,0.574,CMS-HCC,C28
CPA_HCC38,0.173,CMS-HCC,C28
CNA_CHR_LUNG_CARD_RESP_FAIL_V28,0.179,CMS-HCC,C28
CND_HCC1,0.211,CMS-HCC,C28
CFD_HCC92,1.052,CMS-HCC,C28
CFD_HCC248,0.425,CMS-HCC,C28
CFA_HCC115,0.528,CMS-HCC,C28
CFA_HCC135,0.626,CMS-HCC,C28
CFD_M60_64,0.454,CMS-HCC,C28
CFD_HCC222,5.355,CMS-HCC,C28
CFD_HCC277,1.385,CMS-HCC,C28
CFD_HCC382,1.062,CMS-HCC,C28
CNA_HCC65,0.124,CMS-HCC,C28
CND_HCC329,0.09,CMS-HCC,C28
CFA_D10P,0.751,CMS-HCC,C28
CNA_HCC48,0.15,CMS-HCC,C28
CNA_HCC181,1.105,CMS-HCC,C28
CND_HCC192,0.168,CMS-HCC,C28
CFA_HCC114,2.479,CMS-HCC,C28
CND_HCC18,2.629,CMS-HCC,C28
CFD_HCC196,0.521,CMS-HCC,C28
CPA_HCC22,0.4,CMS-HCC,C28
CNA_HCC17,4.045,CMS-HCC,C28
CNA_D4,0,CMS-HCC,C28
CND_HCC401,0.591,CMS-HCC,C28
CFA_HCC190,1.711,CMS-HCC,C28
CFD_HCC328,0.206,CMS-HCC,C28
CNA_HCC64,0.424,CMS-HCC,C28
CNA_HCC211,0.816,CMS-HCC,C28
CNA_HCC23,0.184,CMS-HCC,C28
CFA_HCC21,0.565,CMS-HCC,C28
CFA_HCC200,0.134,CMS-HCC,C28
CPA_HCC37,0.173,CMS-HCC,C28
CNA_F80_84,0.506,CMS-HCC,C28
CNA_D8,0.247,CMS-HCC,C28
CND_HCC77,5.858,CMS-HCC,C28
CND_HCC282,0.467,CMS-HCC,C28
CFA_HCC127,0.44,CMS-HCC,C28
CNA_M95_GT,0.819,CMS-HCC,C28
CNA_HCC2,0.578,CMS-HCC,C28
CNA_HCC201,0.218,CMS-HCC,C28
CNA_HCC223,1.791,CMS-HCC,C28
CND_HCC38,0.183,CMS-HCC,C28
CFA_HCC280,0.318,CMS-HCC,C28
CFA_HCC399,0.258,CMS-HCC,C28
CFD_HCC111,51.82,CMS-HCC,C28
CFD_HCC298,0.416,CMS-HCC,C28
CPA_HCC65,0.257,CMS-HCC,C28
CPA_HCC79,0.327,CMS-HCC,C28
CNA_F70_74,0.378,CMS-HCC,C28
CFA_HCC264,0.755,CMS-HCC,C28
CFA_HCC278,0.746,CMS-HCC,C28
CNA_M65_69,0.339,CMS-HCC,C28
CND_HCC253,0.278,CMS-HCC,C28
CFA_HCC212,0.57,CMS-HCC,C28
CFD_HCC137,0.501,CMS-HCC,C28
CNA_HCC138,0.226,CMS-HCC,C28
CNA_HCC227,0.154,CMS-HCC,C28
CFA_HCC211,2.57,CMS-HCC,C28
CFD_HCC227,0.089,CMS-HCC,C28
CNA_HCC238,0.308,CMS-HCC,C28
CND_HCC80,0.427,CMS-HCC,C28
CFA_HCC276,3.304,CMS-HCC,C28
CFD_HCC20,1.053,CMS-HCC,C28
CNA_HCC196,1.15,CMS-HCC,C28
CNA_HCC212,0.422,CMS-HCC,C28
CNA_HCC405,0.592,CMS-HCC,C28
CNA_D6,0.069,CMS-HCC,C28
CNA_F75_79,0.449,CMS-HCC,C28
CNA_HCC228,0.239,CMS-HCC,C28
CND_M45_54,0.158,CMS-HCC,C28
CFA_HCC18,2.602,CMS-HCC,C28
CFA_HCC282,0.604,CMS-HCC,C28
CFD_D1,0,CMS-HCC,C28
CND_HCC278,0.918,CMS-HCC,C28
CND_HCC405,0.531,CMS-HCC,C28
CFD_M55_59,0.353,CMS-HCC,C28
CFD_HCC65,0.601,CMS-HCC,C28
CFD_HCC326,1.395,CMS-HCC,C28
CNA_HCC154,0.347,CMS-HCC,C28
CND_HCC327,0.498,CMS-HCC,C28
CFA_HCC108,0.152,CMS-HCC,C28
CFD_HCC17,4.069,CMS-HCC,C28
CFA_HCC65,0.023,CMS-HCC,C28
CFA_HCC154,0.333,CMS-HCC,C28
CNA_HCC381,1.437,CMS-HCC,C28
CND_HCC283,0.122,CMS-HCC,C28
CFA_HCC62,0.261,CMS-HCC,C28
CFD_HCC51,0.876,CMS-HCC,C28
CFD_HCC64,0.601,CMS-HCC,C28
CPA_HCC49,8.44,CMS-HCC,C28
CNA_HCC226,0.321,CMS-HCC,C28
CND_HCC35,0,CMS-HCC,C28
CND_HCC196,1.015,CMS-HCC,C28
CND_HCC225,0.371,CMS-HCC,C28
CND_HF_KIDNEY_V28,0.151,CMS-HCC,C28
CFA_M95_GT,1.04,CMS-HCC,C28
CFA_HCC37,0.211,CMS-HCC,C28
CFD_gSubUseDisorder_gPsych_V28,0.115,CMS-HCC,C28
CNA_HCC20,1.084,CMS-HCC,C28
CNA_HCC77,1.594,CMS-HCC,C28
CNA_HCC463,0.747,CMS-HCC,C28
CND_HCC402,0.873,CMS-HCC,C28
CFA_HCC387,0.652,CMS-HCC,C28
CFD_HCC155,0.101,CMS-HCC,C28
CND_HCC6,1.028,CMS-HCC,C28
CFA_HCC397,0.258,CMS-HCC,C28
CND_HCC238,0.276,CMS-HCC,C28
CND_D8,0.484,CMS-HCC,C28
CFA_D5,0,CMS-HCC,C28
CFD_HCC38,0.213,CMS-HCC,C28
CPA_HCC1,0.274,CMS-HCC,C28
CPA_HCC68,0.354,CMS-HCC,C28
CND_F60_64,0.416,CMS-HCC,C28
CND_HCC249,0.184,CMS-HCC,C28
CFD_HCC224,0.574,CMS-HCC,C28
CNA_HCC454,1.276,CMS-HCC,C28
CND_HCC381,1.798,CMS-HCC,C28
CFA_HCC379,5.555,CMS-HCC,C28
CFA_D7,0.064,CMS-HCC,C28
CFD_HCC463,1.032,CMS-HCC,C28
CND_HCC229,0.307,CMS-HCC,C28
CFA_HCC254,0.372,CMS-HCC,C28
CFD_HCC181,1.262,CMS-HCC,C28
CFD_HCC278,1.317,CMS-HCC,C28
CFD_HCC329,0.111,CMS-HCC,C28
CNA_HCC197,0.33,CMS-HCC,C28
CNA_HCC276,2.364,CMS-HCC,C28
CND_HCC92,0.375,CMS-HCC,C28
CND_HCC126,0.182,CMS-HCC,C28
CFA_D2,0,CMS-HCC,C28
CFD_HCC2,0.993,CMS-HCC,C28
CFD_HCC23,0.173,CMS-HCC,C28
CPA_HCC48,0.109,CMS-HCC,C28
CPA_HCC80,0.425,CMS-HCC,C28
CFD_HCC402,0.397,CMS-HCC,C28
CFD_HF_CHR_LUNG_V28,0.061,CMS-HCC,C28
CPA_HCC21,0.583,CMS-HCC,C28
CNA_HCC279,0.854,CMS-HCC,C28
CND_HCC112,0.614,CMS-HCC,C28
CND_CHR_LUNG_CARD_RESP_FAIL_V28,0,CMS-HCC,C28
CFA_HCC182,0.509,CMS-HCC,C28
CFA_HCC267,0.506,CMS-HCC,C28
CFA_DIABETES_HF_V28,0.167,CMS-HCC,C28
CND_HCC200,0.224,CMS-HCC,C28
CND_HCC383,0.83,CMS-HCC,C28
CFD_HCC381,1.705,CMS-HCC,C28
CFA_HCC35,0.151,CMS-HCC,C28
CFD_D4,0,CMS-HCC,C28
CNA_HCC380,1.547,CMS-HCC,C28
CND_HF_CHR_LUNG_V28,0.006,CMS-HCC,C28
CFA_HCC213,0.57,CMS-HCC,C28
CFD_HCC385,2.367,CMS-HCC,C28
CNA_HCC80,0.472,CMS-HCC,C28
CNA_HCC112,0.402,CMS-HCC,C28
CNA_HCC139,0.176,CMS-HCC,C28
CND_HCC151,0.311,CMS-HCC,C28
CFD_HCC253,0.229,CMS-HCC,C28
CPA_F75_79,0.439,CMS-HCC,C28
CNA_HCC409,0.561,CMS-HCC,C28
CND_HCC23,0.202,CMS-HCC,C28
CND_HCC180,1.12,CMS-HCC,C28
CFA_HCC68,0.358,CMS-HCC,C28
CFA_HCC225,0.392,CMS-HCC,C28
CFD_HCC263,1.31,CMS-HCC,C28
CFD_HCC379,6.215,CMS-HCC,C28
CNA_HCC1,0.297,CMS-HCC,C28
CNA_HCC125,0.345,CMS-HCC,C28
CND_HCC93,0.415,CMS-HCC,C28
CFA_OriginallyDisabled_Male,0.121,CMS-HCC,C28
CFA_HCC197,0.358,CMS-HCC,C28
CFA_D1,0,CMS-HCC,C28
CFD_F55_59,0.394,CMS-HCC,C28
CFD_HCC152,0.268,CMS-HCC,C28
CFD_HCC190,2.786,CMS-HCC,C28
CND_HCC222,3.425,CMS-HCC,C28
CFD_HCC221,1.959,CMS-HCC,C28
CNA_HCC195,5.987,CMS-HCC,C28
CND_HCC154,0.162,CMS-HCC,C28
CND_HCC397,0.164,CMS-HCC,C28
CND_D3,0,CMS-HCC,C28
CFA_F65_69,0.382,CMS-HCC,C28
CFD_M35_44,0.239,CMS-HCC,C28
CNA_HCC387,0.393,CMS-HCC,C28
CND_HCC300,0.35,CMS-HCC,C28
CND_HCC380,2.213,CMS-HCC,C28
CND_HCC409,0.531,CMS-HCC,C28
CFA_HCC196,0.682,CMS-HCC,C28
CFD_CHR_LUNG_CARD_RESP_FAIL_V28,0.21,CMS-HCC,C28
CPA_F85_89,0.588,CMS-HCC,C28
CPA_F95_GT,0.734,CMS-HCC,C28
CNA_HCC36,0.155,CMS-HCC,C28
CND_HCC197,0.422,CMS-HCC,C28
CFA_HCC382,1.263,CMS-HCC,C28
CPA_F70_74,0.368,CMS-HCC,C28
CPA_M85_89,0.541,CMS-HCC,C28
CND_HCC115,0.908,CMS-HCC,C28
CND_HCC224,0.371,CMS-HCC,C28
CFA_HCC38,0.211,CMS-HCC,C28
CFD_HCC254,0.229,CMS-HCC,C28
CFD_HCC399,0.23,CMS-HCC,C28
CND_HCC264,0.402,CMS-HCC,C28
CFA_HCC249,0.4,CMS-HCC,C28
CFD_HCC6,0.792,CMS-HCC,C28
CFD_HCC37,0.213,CMS-HCC,C28
CPA_OriginallyDisabled_Female,0.124,CMS-HCC,C28
CND_HCC279,0.705,CMS-HCC,C28
CND_D9,0.484,CMS-HCC,C28
CFD_F60_64,0.453,CMS-HCC,C28
CFD_HCC192,0.09,CMS-HCC,C28
CFD_HCC238,0.305,CMS-HCC,C28
CNA_HCC22,0.407,CMS-HCC,C28
CND_HCC36,0.183,CMS-HCC,C28
CND_HCC298,0.339,CMS-HCC,C28
CFA_HCC223,1.536,CMS-HCC,C28
CFD_F35_44,0.3,CMS-HCC,C28
CFD_HCC35,0.398,CMS-HCC,C28
CPA_OriginallyDisabled_Male,0.077,CMS-HCC,C28
CPA_HCC36,0.173,CMS-HCC,C28
CPA_HCC62,0.221,CMS-HCC,C28
CNA_HCC229,0.219,CMS-HCC,C28
CND_F35_44,0.249,CMS-HCC,C28
CFA_HCC137,0.557,CMS-HCC,C28
CFD_F45_54,0.357,CMS-HCC,C28
CFD_HCC81,0.595,CMS-HCC,C28
CNA_HCC221,1.116,CMS-HCC,C28
CFA_HCC93,0.365,CMS-HCC,C28
CPA_HCC17,3.932,CMS-HCC,C28
CND_HCC127,0.182,CMS-HCC,C28
CND_HCC248,0.325,CMS-HCC,C28
CFA_F90_94,0.82,CMS-HCC,C28
CFD_HCC78,0.492,CMS-HCC,C28
CFD_HCC138,0.469,CMS-HCC,C28
CNA_HCC300,0.627,CMS-HCC,C28
CNA_HCC402,0.455,CMS-HCC,C28
CFA_HCC383,1.263,CMS-HCC,C28
CFA_HF_KIDNEY_V28,0.066,CMS-HCC,C28
CNA_D10P,0.648,CMS-HCC,C28
CFA_HCC92,0.774,CMS-HCC,C28
CFD_HCC213,0.586,CMS-HCC,C28
CFD_HCC279,0.644,CMS-HCC,C28
CNA_HCC37,0.155,CMS-HCC,C28
CNA_HCC108,0.225,CMS-HCC,C28
CND_HCC64,0.284,CMS-HCC,C28
CFA_M70_74,0.594,CMS-HCC,C28
CFA_HCC202,0.635,CMS-HCC,C28
CFA_HCC277,0.945,CMS-HCC,C28
CNA_HCC18,2.476,CMS-HCC,C28
CND_HCC182,0.343,CMS-HCC,C28
CND_HCC211,0.963,CMS-HCC,C28
CFA_HCC226,0.392,CMS-HCC,C28
CFA_HCC238,0.374,CMS-HCC,C28
CFA_D4,0,CMS-HCC,C28
CPA_HCC77,2.897,CMS-HCC,C28
CNA_HCC111,6.547,CMS-HCC,C28
CNA_HCC155,0.258,CMS-HCC,C28
CND_M60_64,0.306,CMS-HCC,C28
CND_HCC111,28.318,CMS-HCC,C28
CND_HCC199,0.498,CMS-HCC,C28
CFA_HCC126,0.44,CMS-HCC,C28
CFD_D7,0.386,CMS-HCC,C28
CNA_HCC224,0.321,CMS-HCC,C28
CND_M0_34,0.107,CMS-HCC,C28
CND_HCC21,0.554,CMS-HCC,C28
CFA_HCC78,0.411,CMS-HCC,C28
CFA_HCC80,0.424,CMS-HCC,C28
CFD_HCC327,0.441,CMS-HCC,C28
CNA_M70_74,0.395,CMS-HCC,C28
CNA_HCC192,0.385,CMS-HCC,C28
CND_F0_34,0.189,CMS-HCC,C28
CND_HCC153,0.284,CMS-HCC,C28
CFA_HCC248,0.447,CMS-HCC,C28
CFD_M0_34,0.134,CMS-HCC,C28
CFD_HCC77,1.767,CMS-HCC,C28
CFD_HCC108,0.463,CMS-HCC,C28
CNA_M80_84,0.557,CMS-HCC,C28
CNA_HCC50,0.778,CMS-HCC,C28
CPA_HCC20,1.175,CMS-HCC,C28
CPA_HCC35,0.151,CMS-HCC,C28
CPA_HCC64,0.354,CMS-HCC,C28
CFA_HCC111,18.843,CMS-HCC,C28
CFA_HCC153,0.339,CMS-HCC,C28
CFA_HCC198,0.703,CMS-HCC,C28
CFA_HCC279,0.586,CMS-HCC,C28
CFD_HCC115,0.68,CMS-HCC,C28
CFD_HCC21,0.522,CMS-HCC,C28
CFD_HCC151,0.398,CMS-HCC,C28
CFD_HCC228,0.301,CMS-HCC,C28
CPA_HCC19,2.219,CMS-HCC,C28
CNA_HCC180,1.449,CMS-HCC,C28
CNA_HCC249,0.242,CMS-HCC,C28
CND_HCC49,12.801,CMS-HCC,C28
CFA_F85_89,0.706,CMS-HCC,C28
CFA_HCC152,0.608,CMS-HCC,C28
CPA_M75_79,0.46,CMS-HCC,C28
CNA_HF_HCC238_V28,0.056,CMS-HCC,C28
CND_HCC2,0.807,CMS-HCC,C28
CFA_HCC48,0.268,CMS-HCC,C28
CFA_HCC402,0.655,CMS-HCC,C28
CFD_HCC223,5.355,CMS-HCC,C28
CNA_HCC327,0.489,CMS-HCC,C28
CND_HCC328,0.269,CMS-HCC,C28
CFD_HCC126,0.289,CMS-HCC,C28
CNA_HCC267,0.305,CMS-HCC,C28
CNA_D2,0,CMS-HCC,C28
CND_HCC213,0.645,CMS-HCC,C28
CND_D7,0.288,CMS-HCC,C28
CND_D2,0,CMS-HCC,C28
CFA_M80_84,0.795,CMS-HCC,C28
CFA_HCC181,1.331,CMS-HCC,C28
CFA_HCC326,1.233,CMS-HCC,C28
CFA_HCC454,1.97,CMS-HCC,C28
CNA_HCC193,2.131,CMS-HCC,C28
CNA_HCC326,0.881,CMS-HCC,C28
CFA_HCC283,0.143,CMS-HCC,C28
CFD_F0_34,0.297,CMS-HCC,C28
CFD_HCC49,6.155,CMS-HCC,C28
CFD_HCC197,0.479,CMS-HCC,C28
CND_HCC277,1.221,CMS-HCC,C28
CND_HCC387,0.411,CMS-HCC,C28
CFA_HCC6,0.614,CMS-HCC,C28
CPA_HCC2,0.503,CMS-HCC,C28
CNA_HCC200,0.234,CMS-HCC,C28
CND_HCC65,0.284,CMS-HCC,C28
CFA_HCC155,0.309,CMS-HCC,C28
CPA_M80_84,0.47,CMS-HCC,C28
CPA_HCC78,0.306,CMS-HCC,C28
CNA_HCC81,0.233,CMS-HCC,C28
CNA_HCC127,0.345,CMS-HCC,C28
CND_HCC22,0.397,CMS-HCC,C28
CND_HCC138,0.211,CMS-HCC,C28
CND_HCC263,1.186,CMS-HCC,C28
CFA_HCC199,0.691,CMS-HCC,C28
CFA_HCC385,4.57,CMS-HCC,C28
CPA_M65_69,0.344,CMS-HCC,C28
CNA_HCC94,0.256,CMS-HCC,C28
CND_HCC190,1.556,CMS-HCC,C28
CND_HCC195,6.503,CMS-HCC,C28
CND_HCC254,0.122,CMS-HCC,C28
CND_HCC379,5.328,CMS-HCC,C28
CFD_HCC36,0.213,CMS-HCC,C28
CFD_HCC93,0.333,CMS-HCC,C28
CNA_OriginallyDisabled_Female,0.213,CMS-HCC,C28
CND_HCC280,0.122,CMS-HCC,C28
CPA_HCC63,1.028,CMS-HCC,C28
CNA_HCC109,1.145,CMS-HCC,C28
CNA_HCC114,2.608,CMS-HCC,C28
CND_HCC221,1.459,CMS-HCC,C28
CFA_HCC112,0.532,CMS-HCC,C28
CFA_HCC125,0.44,CMS-HCC,C28
CFD_HCC409,0.573,CMS-HCC,C28
CFD_D6,0.065,CMS-HCC,C28
CFD_D3,0,CMS-HCC,C28
CNA_HCC277,0.878,CMS-HCC,C28
CNA_HF_KIDNEY_V28,0.082,CMS-HCC,C28
CND_HCC79,0.438,CMS-HCC,C28
CND_HCC463,0.939,CMS-HCC,C28
CFD_DIABETES_HF_V28,0,CMS-HCC,C28
CNA_M85_89,0.637,CMS-HCC,C28
CFA_F75_79,0.558,CMS-HCC,C28
CFA_HCC222,1.536,CMS-HCC,C28
CNA_HCC225,0.321,CMS-HCC,C28
CNA_HCC263,1.246,CMS-HCC,C28
CND_HCC228,0.307,CMS-HCC,C28
CFD_HF_HCC238_V28,0.257,CMS-HCC,C28
CFD_D2,0,CMS-HCC,C28
CNA_HCC79,0.274,CMS-HCC,C28
CNA_HCC379,3.485,CMS-HCC,C28
CND_HCC181,0.747,CMS-HCC,C28
CND_HCC382,1.137,CMS-HCC,C28
CND_HCC385,0.709,CMS-HCC,C28
CFA_HCC19,2.336,CMS-HCC,C28
CFD_HCC280,0.265,CMS-HCC,C28
CNA_HCC182,0.473,CMS-HCC,C28
CND_F45_54,0.311,CMS-HCC,C28
CFD_HCC48,0.142,CMS-HCC,C28
CFD_HCC398,0.23,CMS-HCC,C28
CFD_HF_KIDNEY_V28,0.203,CMS-HCC,C28
CNA_HCC137,0.321,CMS-HCC,C28
CNA_HCC283,0.087,CMS-HCC,C28
CFA_HCC180,1.877,CMS-HCC,C28
CFD_HCC127,0.289,CMS-HCC,C28
CND_HCC276,1.562,CMS-HCC,C28
CFA_HCC229,0.307,CMS-HCC,C28
CFA_HCC405,0.621,CMS-HCC,C28
CFD_HCC114,3.075,CMS-HCC,C28
CPA_HCC50,0.783,CMS-HCC,C28
CNA_HCC298,0.338,CMS-HCC,C28
CFD_HCC19,2.384,CMS-HCC,C28
CFD_HCC198,1.321,CMS-HCC,C28
CFD_D9,1.068,CMS-HCC,C28
CND_HCC191,0.528,CMS-HCC,C28
CFA_HCC221,1.745,CMS-HCC,C28
CFA_HCC263,1.678,CMS-HCC,C28
CNA_HCC78,0.312,CMS-HCC,C28
CNA_HCC248,0.242,CMS-HCC,C28
CFA_HCC77,2.897,CMS-HCC,C28
CFA_HCC224,0.392,CMS-HCC,C28
CPA_HCC51,0.445,CMS-HCC,C28
CNA_F95_GT,0.693,CMS-HCC,C28
CFA_HCC228,0.603,CMS-HCC,C28
CFD_HCC22,0.488,CMS-HCC,C28
CND_HCC50,0.943,CMS-HCC,C28
CFA_M85_89,0.839,CMS-HCC,C28
CFD_HCC383,0.79,CMS-HCC,C28
CNA_D5,0.016,CMS-HCC,C28
CND_HCC223,3.425,CMS-HCC,C28
CFA_OriginallyDisabled_Female,0.142,CMS-HCC,C28
CFA_HCC2,0.889,CMS-HCC,C28
CNA_HCC126,0.345,CMS-HCC,C28
CNA_HCC190,0.876,CMS-HCC,C28
CND_HCC136,0.536,CMS-HCC,C28
CNA_HCC63,0.91,CMS-HCC,C28
CNA_HCC399,0.186,CMS-HCC,C28
CND_HCC226,0.371,CMS-HCC,C28
CFA_HCC23,0.206,CMS-HCC,C28
CFA_HCC138,0.557,CMS-HCC,C28
CFA_D9,0.174,CMS-HCC,C28
CFD_HCC135,1.139,CMS-HCC,C28
CFD_HCC200,0.143,CMS-HCC,C28
CNA_HCC222,1.791,CMS-HCC,C28
CFD_D8,0.497,CMS-HCC,C28
CNA_D1,0,CMS-HCC,C28
CFA_HCC380,2.533,CMS-HCC,C28
CPA_F90_94,0.621,CMS-HCC,C28
CND_M55_59,0.235,CMS-HCC,C28
CFA_M90_94,0.928,CMS-HCC,C28
CFA_HCC64,0.456,CMS-HCC,C28
CFA_HCC79,0.494,CMS-HCC,C28
CNA_HCC202,0.564,CMS-HCC,C28
CND_HCC201,0.163,CMS-HCC,C28
CFA_F95_GT,0.894,CMS-HCC,C28
CND_HCC107,1.796,CMS-HCC,C28
CND_HCC326,1.326,CMS-HCC,C28
CND_D4,0,CMS-HCC,C28
CFA_HCC192,0,CMS-HCC,C28
CFD_HCC112,0.758,CMS-HCC,C28
CPA_HCC23,0.201,CMS-HCC,C28
CNA_HCC92,0.494,CMS-HCC,C28
CFA_HCC381,2.166,CMS-HCC,C28
CFD_HCC191,0.415,CMS-HCC,C28
CFD_HCC264,0.536,CMS-HCC,C28
CNA_HCC62,0.279,CMS-HCC,C28
CND_HCC125,0.182,CMS-HCC,C28
CFA_HCC50,0.594,CMS-HCC,C28
CNA_DIABETES_HF_V28,0.079,CMS-HCC,C28
CND_HCC37,0.183,CMS-HCC,C28
CND_HCC193,2.202,CMS-HCC,C28
CND_HF_HCC238_V28,0.258,CMS-HCC,C28
CFA_HCC107,1.343,CMS-HCC,C28
CFD_D5,0.065,CMS-HCC,C28
CNA_HCC280,0.259,CMS-HCC,C28
CND_F55_59,0.361,CMS-HCC,C28
CND_HCC20,0.969,CMS-HCC,C28
CND_D6,0.13,CMS-HCC,C28
CFA_HF_CHR_LUNG_V28,0.149,CMS-HCC,C28
CFD_HCC94,0.303,CMS-HCC,C28
CNA_HCC51,0.492,CMS-HCC,C28
CNA_HCC278,0.854,CMS-HCC,C28
CFA_HCC17,3.982,CMS-HCC,C28
CFA_HCC409,0.621,CMS-HCC,C28
CFD_HCC283,0,CMS-HCC,C28
CNA_HCC6,0.351,CMS-HCC,C28
CNA_HCC152,0.466,CMS-HCC,C28
CND_HCC202,0.349,CMS-HCC,C28
CND_HCC454,0.703,CMS-HCC,C28
CFA_CHR_LUNG_CARD_RESP_FAIL_V28,0.326,CMS-HCC,C28
CFD_HCC136,0.96,CMS-HCC,C28
CFD_HCC154,0.101,CMS-HCC,C28
CFD_HCC199,0.694,CMS-HCC,C28
CNA_HCC282,0.458,CMS-HCC,C28
CND_HCC63,0.897,CMS-HCC,C28
CFD_HCC182,0.359,CMS-HCC,C28
CFD_HCC405,0.573,CMS-HCC,C28
CFA_F70_74,0.507,CMS-HCC,C28
CFA_HCC20,1.247,CMS-HCC,C28
CFA_D6,0,CMS-HCC,C28
CFD_HCC62,0.401,CMS-HCC,C28
CFD_HCC387,0.087,CMS-HCC,C28
